Tweet_Content,First_Level_True,First_Level_Pred,Second_Level_True,Second_Level_Pred,Sentiment
covid-19 emails from nashville mayors office show disturbing revelation coronavirus,0,0,1,1,Negative
boss of biotech company tasked with making promising coronavirus vaccine slams dan andrews lockdown strategy as a map for misery and warns there may never be a jab via,0,0,0,0,Positive
the administration made every single mistake you could possibly makewe could have prevented the horror story we have now trumpknew,1,1,2,2,Negative
trump defends coronavirus response after woodward interview audio published i dont want to scare people,0,0,0,0,Neutral
already experienced someone using coronavirus as an excuse contractor ive got a bit of a temperature so i cant start today when i know full well the real reason is hes overrun on his last job its the perfect get out clause,0,0,1,1,Positive
so now we have gone from coronavirus and dont touch anything to blm protests and riots and violence to mourning the death of animals in a supermarket but not mourning the dead of everyone who has been killed lately by riots and all the dead children in the communities liberals,0,0,1,1,Negative
really keen to know your opinion on the letter of concern written by italian academics regarding the russian coronavirus vaccine,0,0,0,0,Positive
the severity of coronavirus cuz he didnt want to panic us but look at what hes doing here he has absolutely no problem panicking amp trying to scare the hell out of white people in the suburbs by making us black americans seem menacing trump is a liar amp a danger to america,0,0,0,0,Negative
tracking local coronavirus numbers 26th death reported in olmsted co 23 new cases in cerro gordo,0,0,1,1,Positive
please note in line with welsh government guidelines we will require everyone over the age of 11 those with health conditions are exempt to wear a face covering from the start of monday 14th september read here for more information,1,1,3,3,Positive
up to 60 percent of the population already had t cell resistance to covid from exposure to previous coronavirus colds,0,0,1,1,Negative
judge moreno dont worry i needed to show you what triggered me so youll understand your path to my self destruction the half eaten pita was unacceptable 1 million and prison to the eater during coronavirus,0,0,0,0,Negative
harvey fauria of texas died of covid-19 on september 10 he worked as a bus driver taking ill on the job in june words seem too small to express the sadness we feel about mr faurias passing,1,1,2,3,Negative
i was floored coronavirus test prices charged by some hospitals and labs stun consumers spur questions thats why its nothing more than a scare tactic and at the same time a way for them to take your money,0,0,0,0,Positive
trump defends coronavirus response after woodward interview audio published i dont want to scare people foxnews,0,0,0,0,Neutral
watch joe biden told americans not to panic about coronavirus in february via,0,0,0,0,Neutral
roaring record america is basically in a depression now because of trumps failures in handling coronavirus small businesses are decimated unemployment is rising disgraceful,0,0,0,0,Negative
play it down trump admits to concealing the true threat of coronavirus in new woodward book,0,0,1,1,Positive
the controversial ump previously expressed doubt over the coronavirus death toll  via anotherasshole,0,0,0,0,Positive
only 6 of all coronavirus deaths actually died of only coronavirus and yet so many people lost their business and over 50000 people died in nursing homes on purpose start the lawsuit,0,0,1,1,Positive
trump didnt say who he didnt want to panic stock market trump says he misled on virus to instill calm but hes governed with scare tactics by philip rucker,1,1,2,2,Positive
for women and children around the world a double plague coronavirus and domesticviolence,0,0,1,1,Neutral
top story bob woodward book rage trump admits to concealing true threat of coronavirus cnnpolitics see more,0,0,1,1,Positive
in spain is like nightmare madrid is a chest of virus i spend the life making pcr since 4 weeks ago the life has changed againwe will see with the start of schools in spain you know the worstin medicine theres no life out coronavirus,0,0,0,1,Neutral
masksdontwork at the start of covid19 we were shown pictures of people collapsing in street of wuhan this set off the world wide panic notice the man on the ground is wearing a mask,1,1,2,3,Negative
most of the cops werent wearing masks while they brutalized protestors so i wonder how many other people were exposed and theyre also throwing protestors into lcdf which isnt handling coronavirus as much as pretending its the common cold,0,0,1,1,Positive
chinese retail sales grow for first time since coronavirus outbreak econtwitter via,0,0,1,1,Positive
navycapital 5 revelations from rage bob woodwards new book about trump,1,1,3,3,Positive
a pres biden would give in to the hysteria keep the country in a miserable lockdown and never allow us to return to normal and yes no matter how many times democrats deny it returning to normal is an option via,1,1,3,3,Negative
bob woodward book rage trump admits to concealing true threat of coronavirus,0,0,1,1,Positive
coronavirus update julian assanges extradition hearing paused due to covid scare,0,0,0,0,Negative
trumpknew and did nothing get it nothing 193thousandamericansdead because trump in the whitehouse did nothing  nothing  nothing to help americans,1,1,3,3,Neutral
150 big businesses warn mayor of widespread anxiety over nycs future,1,1,2,2,Neutral
indias coronavirus situation continues to peak with 89706 new cases in day health indias coronavirus situation continues to peak with 89706 new cases in day  369,0,0,1,1,Positive
ivanka trump accepts joy behars dare will receive coronavirus vaccine live on the view,0,0,0,0,Positive
skinny stimulus senate to vote on 500 billion package what it does and doesnt include,1,1,3,3,Neutral
read gates offers grim global health report and some optimism by by donald g mcneil jr follow for healthyliving healthcare medicine news,1,1,2,2,Negative
i wonder if trump realizes that circle circle dot dot now you have your covid shot wont actually work as a vaccine covid19 coronavirus trumplied200kdied trumpknew,0,0,1,1,Neutral
we dont hear you tweeting about the bob woodwards book rage and the interview you had with him you subjected many americans to death by not properly dealing with the coronavirus,0,0,1,0,Positive
panic fear panic fear panic fear panic    but hey you didnt want to panic the american people by telling them the truth about the coronavirus so you let 195000 die and sickened 65m for your own political gain,0,0,0,0,Positive
chinese whistleblower to tucker carlson coronavirus was man-made and released intentionally this comes as no surprise i fear for this brave doctors safety she may never be heard from again after this appearance,0,0,1,0,Positive
wait so the usa are still deep deep into the coronavirus pandemic but they still got love island usa going on rn mad mad mad,0,0,1,1,Negative
is time to work from home to avoid coronavirus dont depend on your monthly salary only i if you have computer or smartphone you can make 50000 20000 every month amp 7000 5300  ask me how to start or contact on whatsapp   -,0,0,1,1,Neutral
nah that ones pretty simple covid-19 is transmitted by respiratory droplets those droplets are blocked by a mask thus lower risk of transmission heres a link but i doubt youll read it,1,1,2,2,Positive
if the novel coronavirus were brown andor muslim the right wing would be capable of rage,0,0,1,1,Positive
ive never seen the american west in such deep distress,1,1,2,2,Neutral
watch joe biden told americans not to panic about coronavirus in february via,0,0,0,0,Neutral
realdonaldtrump had no problem scaring americans with the caravans coming and suburbanites with black people moving in now wants you to believe he was avoiding panic by downplaying the deadliness of the coronavirus stockmarkets were his only concern,0,0,0,0,Positive
trump defied local authorities by holding a saturday night rally in tiny minden after his initial plan to hold one in reno was stopped out of concern it would have violated coronavirus health guidelines read more nevadarally trumprally,0,0,0,0,Positive
these are the tapes of trump saying he lied to america,1,1,3,3,Neutral
growing concern among health experts over increasing hospital figures,1,1,2,2,Neutral
operating in sync with the president the countrys most watched cable news networkfox newsran segment after segment parroting trump downplaying the virus and promoting miracle cures producing a deadly divide in the way americans viewed the virus,1,1,3,3,Positive
top story bob woodward book rage trump admits to concealing true threat of coronavirus cnnpolitics see more,0,0,1,1,Positive
uk economy grows 66 in july as coronavirus restrictions eased country has only made up half of gdp lost since start of pandemic lockdown suggesting long road to recovery,0,0,1,1,Negative
no this dumpster fire of coronavirus and nearly civil war is all donald trumps doing this is donald trumps america keep trying to create panic and fear we only fear monsters like you,0,0,0,0,Positive
watch hairclog pelosi puts on a cringeworthy fake emotional show this morning to blame trump republicans for chinesevirus deaths,1,1,3,3,Negative
bar at leinster house to remain open,1,1,3,3,Neutral
dumba magas show up to defend dear leadernow you guys are fvcking predictable dumpy the clown lies to your face saying that he doesnt want to create a panic over coronavirus and then tweets that iran is going to attack the us the stupid leading the blind,0,0,0,1,Negative
once a liaralways a liar ,1,1,3,3,Neutral
coronavirus pandemic likely to leave legacy of fear and uncertainty that holds back economy for decades usa today malliard,0,0,0,0,Neutral
this shocking beyond words trump knew covid was deadly but wanted to play it down woodward book says,1,1,3,3,Negative
wonder woman 1984 opening reportedly delayed again due to coronavirus crisis cnet via,0,0,1,1,Negative
fyi full quote  i want to take a moment to say its not a time to panic about coronavirus but coronavirus is a serious public health challenge  snip  im being very deadly earnest about this we need real action in the white house not more lies,0,0,0,0,Negative
so president didnt say were all going to die when he was talking about the danger of coronavirus instead thought to have a calmness approach and avoid panic like were pushing if the five murder governors didnt cause nursing home deaths it would be like flu,0,0,0,0,Neutral
it seems reasonable that self quarantine is a bit longer than perhaps necessary to err on the side of caution but this is nonetheless interesting,1,1,3,3,Positive
the flu kills more people than coronavirus okay well cancer kills more people than gun violence every year it doesnt mean that we should just let idiots with guns run rampant,0,0,1,1,Positive
trumpisanationaldisgrace donald trump is trying to look like a worldwide peacemaker all of a sudden yet he heightens rage fear anxiety and racial injustice throughout america plus there are over 197000 dead americans from the coronavirus so far what is more important,0,0,0,1,Positive
bbc news coronavirus what is anxiety and how can i get help,0,0,0,0,Neutral
saliva-based coronavirus tests come to market -,0,0,1,1,Neutral
could the coronavirus jump start us defense acquisition reform  the national interest -,0,0,1,1,Neutral
editorial downplaying the coronavirus storm didnt stop it,0,0,0,0,Neutral
eversource energy insists its response to the second-most destructive storm of the past decade was both swift especially given coronavirus challenges and within the parameters of the emergency response plan it must file with state utility regulators,0,0,1,1,Negative
some of the coronavirus deaths may have also been misdiagnosed as covid has previously happened as we all know when in fact they may have had the flupneumoniathis type of information should be shared widely to offer perspective amp reduce anxiety for those who are feeling it x,0,0,0,0,Negative
trump acknowledges he intentionally downplayed deadly coronavirus says effort was to reduce panic trumpgenocide trumpnarcissism trumpliedpeopledied,0,0,0,0,Negative
if you wonder why we have an obesity problem look no further than the aluminum shortage people cant stop drinking their sugar filled soft drinks all my vendors at work cokepepsi 7up have said sales are up big this year despite coronavirus causing a shortage in aluminum,0,0,1,1,Positive
the racial rioting was seen as politically good for democrats and bad for says the medias outrage over trump rallies isnt about the virus,1,1,3,3,Positive
trump pressed for plasma therapy officials worry is an unvetted vaccine next the new york times,1,1,2,2,Positive
uk leaked figures reveal scale of coronavirus test shortage a huge backlog has forced britain to send swabs abroad casting doubt on its capacity to test as many people as it claimed,0,0,0,0,Positive
dont panic base your stratergy on hospital covid19 admissions amp critical cases 1200  hospitals,1,1,2,2,Negative
trump downplayed the deadly threat of covid19 calling coronavirus all the time a hoax because he didnt want to create total panic trumpknew question why did bob woodward who knew keep quiet woodwardknew,0,0,0,0,Negative
kayleigh mcenany dems playing politics with peoples lives by sowing doubt about a coronavirus vaccine aag aag2020,0,0,0,0,Neutral
now self employed in a very small business ive gave 14 discounts to the nhs carers and pensioners alike since the start of the coronavirus -- by november it will be just less than 1000 from my pocket to help those who deserve a helping hand w practical help not claps,0,0,1,1,Negative
germans more afraid of donald trump than the coronavirus for many germans a second term for us president donald trump would probably be a nightmaretrump ranksnumber one this year on germans list of fearsat 53 the us president has topped the rv fear scale as early as 2018,0,0,0,0,Positive
this sounds very interesting id love to read your peer reviewed paper on how mortality from fear is higher than from covid itself when infected with the novel coronavirus please send me a link once youve published until then i dont think reading you is good use of my time,0,0,0,0,Positive
trump knew six months ago that coronavirus was super deadly and downplayed and continues to downplay the virus you think he would have at least told his buddy hermancain unbelievable the only panic he was worried about was the stock market panic,0,0,0,0,Negative
 gov gnome dont even bother doing anything now including praying for any of us keep your head buried in the sand and well figure everything out on our own just worry about your familys millions in farmaid how about that covid19,1,1,2,2,Positive
girl you on the pills again put down the vodka trump didnt kill anyone the coronavirus did a deadly virus that china unleashed on the world and lied about whats preposterous is voting for the party of organized blm and antifa terrorism gang violence hate and racism,0,0,1,1,Negative
trump is a liar trump lies about everything america cannot trust trump trump operates a notorious criminal enterprise in the white house trump purposely lied about the coronavirus trump knew the virus was an airborne contagion trump is putin in flesh,0,0,1,1,Negative
i agree thats why you should get out and breathe in all that beautiful coronavirus-free air maybe then youll wake up and start caring about the economy enough to feed your family and about the military that protects you while you sleep,0,0,1,1,Positive
hey jackhole 1150 american people died yesterday due to the coronavirus dont worry about whats trending on twitter bidenharris2020 trumplied200kdied trumpisaliar,0,0,0,0,Negative
remove all lockdowns now  see i told you liars amp cheats  thats why they have the vaccine amp what will they do next  ban all chinks people back to work amp airlines flying again  this is all bs  we need to start today ,1,1,3,3,Neutral
china has quietly vaccinated more than 100000 people for covid-19 before completing safety trials us vaccines after the electionthats the concern,1,1,2,2,Positive
dak prescott dallas cowboys says coronavirusquaruntine has caused him depressionanxiety and his 31 yr old brother committed suicide very sad dems amp biden want more shut down trump has been right open america and kids need school,0,0,0,0,Positive
zuckerberg says facebook wont remove anti-vaccine posts amid coronavirus pandemic critics worry that could worsen the pandemic via,0,0,1,0,Neutral
is time to work from home to avoid coronavirus dont depend on your monthly salary only i if you have computer or smartphone you can make 50000 20000 every month amp 7000 5300  ask me how to start or contact on whatsapp   -,0,0,1,1,Neutral
sleep disturbances anxiety and burnout during the covid-19 pandemic a nationwide cross-sectional study in brazilian healthcare professionals coronavirus covid19,0,0,1,0,Neutral
donald trump caught on tape admitting to downplaying coronavirus,0,0,1,1,Neutral
its complete horseshit to think that trump spent months downplaying coronavirus -- which has killed nearly 200000 people in the us to date -- because he didnt want people to panic when this is his re-election message,0,0,0,0,Negative
graphene ive just remembered when graphene was all the rage which seems like decades ago now it was miracle stuff that could do anything so please can someone come up with a graphene-based way to sort coronavirus come on boffins graphene masks at least,0,0,1,1,Negative
nashville mayor lied about incredibly low number of coronavirus cases from restaurants and bars council member they are fabricating information theyve blown their entire credibility its gone i dont trust a thing they say going forwardnothing,0,0,1,1,Neutral
coronavirus-related deaths of young teachers raise alarm as new school year begins,0,0,1,1,Positive
the pandemic is forcing a new era of worker angst,1,1,2,2,Positive
source for above,1,1,3,3,Neutral
a supercomputer found a promising theory about why covid-19 cases go downhill fast it even explains the bizarre range of symptoms smartnews,1,1,3,3,Positive
astrazeneca puts leading covid-19 vaccine trial on hold over safety concern,1,1,2,2,Neutral
hmmmmm  exploiting cv19 for political gain trump says he misled on virus to instill calm but hes governed with scare tactics,1,1,2,2,Positive
trump pressed for plasma therapy officials worry is an unvetted vaccine next the new york times,1,1,2,2,Positive
what an absolute joke tories bail out barbaric fox hunters with 50000 cash to survive coronavirus,0,0,1,1,Positive
another dose of vaccine optimism calms market nerves usd stocks coronavirus forex video,0,0,0,0,Neutral
how could you vote for the guy after listening to him on tape saying he knows it goes theough air and how dangerous it is,1,1,3,3,Negative
jobless floridians start getting trumps 300 unemployment payments this week,1,1,3,3,Neutral
shocking vadivel balaji died due to heart attack valimai vadivelubalaji vadiveluforlife vijaysethupathi  thursdaythoughts lift vijaytelevision neet2020 coronavirus rip ripvadivelbalaji,0,0,1,1,Negative
with the buffalo bills set to kick off an unprecedented season in the midst of the coronavirus pandemic some fans are still wondering whether theyll be able to see any games in person,0,0,1,1,Positive
the person who didnt want to create a panic about the coronavirus used a sharpie to convince people from alabama that a hurricane was imminent and told the entire country that a caravan of ms13 members disguised as terrified immigrant families was launching an invasion,0,0,0,0,Neutral
stillwater public schools is cancelling all athletics and extracurricular activities this week out of concern about the spread of coronavirus,0,0,0,0,Neutral
tiff reminds maskless audiences to turn off phones spread coronavirus quietly tiff20,0,0,1,1,Neutral
does anyone like the coronavirus is anyone happy with what it has done to our economy does anyone doubt it was started in wuhan china then why in the world would you vote for a man who is so tied to china he even got his son hunter a job in china,0,0,0,0,Positive
editorial  we dont want to be crazed lunatics trump said when asked why he lied about the coronavirus fear and lies are this mans stock-in-trade and this republic cannot tolerate another four years of that toxic combination,0,0,0,0,Neutral
cnn play it down trump admits to concealing the true threat of coronavirus in new woodward book via,0,0,1,1,Positive
if i had lost any family member to coronavirus it would be trouble for and othersi would sue the fk out of each one especially now that there are tapes that trumpknew how deadly and how serious coronavirus really was and they still lied,0,0,0,0,Negative
there was a bomb coronavirus in the nations basement he knew it was there yet he took the national stage to assure the country there was nothing to fear now that it has exploded he is responsible for far more american deaths than the 911 hijackers covid19,0,0,0,0,Positive
new bombshell report could prove the coronavirus is a giant scam via,0,0,1,1,Positive
fear and frustration as coronavirus cases rise again across europe spending data shows that fear of infection is deterring many wealthier consumers from splashing out,0,0,0,0,Positive
i thought you didnt like to cause panic isnt that why you lied about the seriousness of the coronavirus so whats all this bullsht panic talk about the suburbs theyre fine youre a liar,0,0,0,0,Positive
report tests negative for chiefs-texans more,1,1,3,3,Positive
ivanka trump says shell take coronavirus vaccine live on the view after joy behar challenges her to take it via,0,0,0,0,Positive
covid19 encouraging news about coronavirus immunity we are close to immunity with up to 96 asymptomatic pandemic will fade out,0,0,1,1,Neutral
breaking leading covid-19 vaccine trial on hold over safety concern oxfordvaccine coronavirus,0,0,0,0,Neutral
garbage mischievous journalism covid 19 coronavirus mt roskill evangelical fellowship the church at the centre of a storm,0,0,1,1,Neutral
just one more thing all football players need to worry aboutbe careful out there research says coronavirus could cause heart damage worrying for athletes,0,0,0,0,Positive
as we start to see a rise in cases of covid-19 everyone please download the covid-19 alert app this app was developed by amp it a great example of using modern tech to help canadians,1,1,3,3,Positive
the optimists take is that we now know more strategies to reduce our odds of getting covid-19 the exhausted persons take might be that its more to worry about,1,1,2,2,Positive
trump says he knew covid-19 was deadly even though he downplayed it,1,1,3,3,Negative
trump sows fear and panic daily to manipulate his base of followers but when it came to the virus they say he downplayed it so people wouldnt panic riiight impeachment woodward,1,1,2,2,Negative
donald trump lashes out at coronavirus lie  the new daily,0,0,1,1,Positive
according to the new book rage by bob woodward president donald trump has acknowledged downplaying the dangers of the deadly novel coronavirus intentionally read more on it,0,0,1,1,Positive
maga-land log 418 during acampaign stop in fla sen kamalaharris addressed bobwoodwards book rage in which he wrote that trump said he down-played the severity of the coronavirus i find it so outrageous,0,0,1,1,Negative
new book reveals trump admitted to downplaying severity of coronavirus to avoid panic via,0,0,0,0,Positive
very clear to me now that he and cummings are only there to carry out hard brexit and make all their friends rich everything else is just a big inconvenience they must be so annoyed that coronavirus has them doing some actual work,0,0,1,1,Negative
knew play it down trump admits to concealing the true threat of coronavirus in new woodward book,0,0,1,1,Positive
secular domination of bollywood was the reason freedom of speech and expression has thrived in india so long now it is under attack open up and savebollywood,1,1,3,3,Negative
i had covid19 and as a 62 year old africanamerican i am still suffering with side affects this eristic fallacious president hid the truth and has no concern for us or anybody who is not enormously wealthy duplicitous conman narcists heartless,1,1,2,2,Negative
coronavirus up to 35bn furlough claims fraudulent or paid in error hmrc interesting that the levels of fraud are ten times that for disability benefit yet no outrage,0,0,1,1,Positive
imagine living in the wildfire smoke 24 hours a day 7 days a week that is what many homeless people in the portland area are doing right now,1,1,3,3,Positive
trump told bob woodward that i wanted to always play the coronavirus down and there are tapes rage bob woodward book reveals that trump deliberately lied about the coronavirus,0,0,1,1,Negative
our healthcare system is so broken that im not even surprised that covid-19 testing which should be free is bankrupting people we need medicare for all,1,1,3,3,Positive
using coronavirus regulations to justify the repression of protest is just another step in the states attack on our ability to collectively organise to defend our communities to resist corporate power to stop ecological destruction to strike for better pay ,0,0,1,1,Positive
covid-19 live updates nyc schools again delay start of in-person classes for most students by unknown author via nyt world,1,1,3,3,Positive
you left out the mexicans are rapists and murders ms 13 the caravans antifa ban all muslims 2nd amendment under threat shit hole countries trump has used fear to control his supporters for along time now,1,1,2,2,Negative
scientists express outrage over white house appointees meddling with coronavirus information in weekly cdc reports outright egregious,0,0,1,1,Neutral
bob woodward book in trump interviews for rage president says he downplayed coronavirus threat the washington post,0,0,1,1,Neutral
this was the only panic trump was worried about drum roll,1,1,2,2,Neutral
following a rise in coronavirus hertsmere is now an area of concern keep our community safe wash your hands keep your distance wear a face covering amp if youve been in contact with someone whos got covid-19 self-isolate for 14 days staysafehertfordshire playyourpart,0,0,0,0,Positive
trials in other kinds of cases are scheduled to resume next month in madison county,1,1,3,3,Negative
i wonder if you knew how bad coronavirus was back in january how do you live with yourself,0,0,1,1,Negative
so china took a month or two to report coronavirus maybe longer and then who took another month to declare it a public health concern wonder why that is,0,0,0,0,Neutral
as optimism on wall street grows about potential fda approval for a coronavirus vaccine here are six stocks that could make outsized gains and rebound on the news according to experts from stifel,0,0,0,0,Neutral
human were also monkey in the past  stop your hatred  amp ask govt to stop coronavirus amp work on economy amp stop kids from virus auto reply initiated ai test version 1001,0,0,0,1,Negative
los angeles county reported another 40 deaths due to the coronavirus today while also announcing three more confirmed cases of a covid-19-related inflammatory condition in children,0,0,1,1,Positive
tesco asda morrisons and sainsburys share the latest rules on queuing as new social distancing restrictions start tomorrow,1,1,3,3,Positive
dt doesnt care about hispanics our children have the highest number of covid deaths read why here or you can directly access the content using this link here,1,1,2,2,Positive
dems are slow-walking opening up the economy during the coronavirus pandemic they allow protestingrioting but you cant go to church they want to shut down schools to keep us dependent and will sacrafice our well being to gain power this is a glimpse of their america,0,0,0,0,Negative
you lied now 200000 are dead you knew coronavirus was airborne you held rallies anyway mocking people with masks-while infecting america you knew exactly what you were doing but you didnt care trumptapes trumpliedamericansdied dailytrumptip,0,0,1,1,Positive
looking at how more safe travel can be inspired american travelersparticularly younger onesare receptive to travel messaging in many channels w online content email search engine marketing amp social media seemingly particularly effective more here,1,1,2,2,Positive
imagine my surprise test it on the politicians if they have an adverse reaction then its a result major coronavirus vaccine setback as trial volunteer has serious adverse reaction the shock setback was revealed by astrazeneca billgates,0,0,1,1,Negative
coronavirus sir keir starmer unleashes his most powerful attack on boris johnsons handling of pandemic,0,0,1,1,Positive
a nypd cop with covid-19 had no chance of surviving penn medicine and his nurse daughter brought him back a great piece amp it makes u wonder how many cv patients died needlessly in nyc hospitals,1,1,3,3,Positive
i am more than confident in the way the president handled the coronavirus what would be the point of spreading panic and fear it was here and he dealt with it much better than the dems could ever have done the dems would have spread fear and panic as they picked out pockets,0,0,0,0,Positive
dr fauci contradicts bombshell report claiming president trump deceived americans about the pandemic,1,1,3,3,Neutral
superb piece of writing on a dismal subject ive never seen the american west in such deep distress,1,1,2,2,Positive
trump i dont want to create a panic also trump antifa will attack your homes if joes elected,1,1,3,2,Neutral
coronavirus testandtrace is still a disaster an privatised disaster theres no way theyre able to accurately say how many cases there are when you cant even get a test assume its higher and we are in real trouble,0,0,0,0,Positive
the mental health impact of covid-19 in australian adolescents adolescents mentalhealth coronavirus covid19 depression anxiety,0,0,0,0,Negative
those who vote for trump agree with hatred bigotry racism homophobia lies misogyny neo-nazismwhite supremacism bounty on us soldierss head violence against minorities amp accept no action against coronavirus amp deaths they are suckersandlosers,0,0,0,1,Negative
definitely mustnt congregate together in big groups  cheer shout mingle handle money to bet with like they are doing at the doncaster races definitely not bbc news coronavirus avoid party weekend ahead of new restrictions public told,0,0,0,0,Positive
want to know how you can help to support others locally during covid19 check out this article now on how we can all make a difference,1,1,3,3,Neutral
i wonder if oregonwashington are getting federal dollars to help fight the fires or help from fema or anything on a national level or are these states being left to their own devices like with the coronavirus does anyone know have other states come in to help,0,0,1,1,Positive
irish parliament adjourned over coronavirus scare,0,0,1,0,Neutral
200000 americans died and many more will die 65 million sick 500000 were children our lives turned upside down our businesses closed and jobs lost this could have been prevented trumpknew trumpliedpeopledied imvotingforjoe,1,1,3,3,Positive
as soon as word got out about coronavirus americans made a run to their local supermarket fear fighting over toilet paper water lysol hand sanitizer setting off panic buying and emptying store shelves that was the first sign of panic,0,0,0,0,Positive
this is their new hoax but you know we did something thats been pretty amazing were 15 people cases of coronavirus infection in this massive country and because of the fact that we went early we went early we could have had a lot more than that trump,0,0,1,1,Positive
the lefttheir msm claim to be concerned about the coronavirus vaccine being brought to market too soon they claim that it would be done to favor trump politically when in reality they fear it happening because it might help defeat joe in nov they dont care how many die,0,0,0,0,Positive
dr deborah birx a member of the white house coronavirus task force made a stop in north carolina wednesday to meet with governor roy cooper,0,0,1,1,Neutral
how did the best-prepared country become a horror story,1,1,2,2,Neutral
a supercomputer found a promising to theory about why covid19 cases go downhill fast it even explains the bizarre range of symptoms,1,1,3,3,Positive
trumpknew how deadly the coronavirus virus is and he lied now hes trying to convince people that he lied cause he didnt want to cause a panic trump lies every day stoking fear inciting violence spewing hatred racism amp divisive rhetoric from his mouth,0,0,0,1,Negative
you can report a coronavirus outbreak in business and local community settings stockport,0,0,1,1,Neutral
some people insist that comparing the death toll of 911 to the us death toll of the coronavirus is somehow inherently inappropriate but its two numbers one which is roughly 67 times larger than the other its math,0,0,1,0,Negative
hotels and restaurants hit by cancellations as new coronavirus restrictions throw christmas celebrations into doubt and threaten fresh setback for high street,0,0,0,0,Positive
so your father is soooo worried about causing fear so he withholds important information about the coronavirus yet you all are pushing fear and racial hatred to try and scare suburban housewives you are all pathetic your family is exactly what this country does not need,0,0,0,1,Negative
wednesdaymorning wednesdaythoughts wednesdaymotivation wednesdaywisdom wednesdayvibes appleevent coronavirus bahrain lifewithwalk lifechangingtips lifecoach lifewithliza lifehacks motivationalquotes motivationalspeaker ios14 bring positivity beat depression,0,0,0,0,Neutral
how about this simple plea for compassion humanity and common sense,1,1,3,3,Negative
omg so glad to hear someone else say this my wife and i in pasadena woke up with sore throats terrified we got coronavirus from the plumber we had in last sat keep telling ourselves its just post-nasal dripbut the doubt and fear claws at you,0,0,0,0,Positive
this is a moronic decision and a sign of shitty leadership shame on joanavicente reckless shameful,1,1,3,3,Neutral
but he didnt want to cause a panic and thats why he downplayed and lied and politicized the coronavirus,0,0,0,0,Neutral
joe biden is on video on february 28th saying its no time to panic about the coronavirus really if trumps remarks in march were so dangerous why did old bob keep silent until now dr fauci said they were fine this is a media setup trump was first to act,0,0,0,0,Positive
people goof on de blasio but andrew cuomo is the true power-hungry egomaniac who doomed new york into its covid nightmare this story is so damning,1,1,2,2,Positive
donald trumps conversations with bob woodward about coronavirus black lives matter and nuclear war,0,0,1,1,Negative
in january dr anthony fauci told newsmax tv that the united states did not have to worryabout the coronavirus and that it wasnot a major threat,0,0,0,1,Positive
tenants amp landlords are not doing well as a result of trumps refusal to respond to the coronavirus pandemic real estate website apartmentlist said it estimates that 31 percent of renters nationwide owed unpaid back rent at the start of september many evictions amp forclosures,0,0,1,1,Positive
for too many women and children the pandemic has meant a double threat the risk of catching coronavirus and the danger of being in lockdown with violent abusers and report on the global shadow pandemic impacting millions,0,0,1,1,Positive
level of concern is about trumps handling of the coronavirus change my mind,0,0,0,0,Neutral
coronavirus why is there no option to continue what we are doing i understand what were doing may not work for everyone and there should be options for everyone but this situation is causing us a lot of stress frustration and anger and the options presented,0,0,1,1,Negative
the latest shielding letter from opens dear patient i wonder if there is a more empowering way of addressing someone covid19 coronavirus scotland,0,0,1,1,Positive
trump pressed for plasma therapy officials worry is an unvetted vaccine next,1,1,2,2,Neutral
most concern about it trump wins likely biden voters coronavirus issues 38 race and race relations 30 policing and protests 17 economic issues 15,0,0,0,0,Positive
there ya go listen,1,1,3,3,Neutral
good grief could it get any worse well its a tory govt led by unelected befuddled dominiccummings amp side kick so sadly yeshancock yday said he was an optimist sadly with such poor poor forward planningwe need a realist coronavirus testingshambles,0,0,0,1,Negative
dont forget trump told bob woodward that i wanted to always play the coronavirus down and there are tapes rage bob woodward book reveals that trump deliberately lied about the coronavirus,0,0,1,1,Negative
coronavirus home chronicles day 186 this morning for our walk trixie wanted the mickey blankie we bought out of desperation at disneyland during our trip last november when max saw the blanket he immediately saidi yelled at mom he was,0,0,0,0,Neutral
sailors trapped by covid-19 fight exhaustion and despair,1,1,2,2,Negative
hmmmm i wonder if those are still in the number or cases reported thousands of north carolina residents incorrectly told they had coronavirus foxnews,0,0,1,1,Neutral
i have built a nuclear a weapons system that nobodys ever had in this country before oh yes my absolute highlight the chimp and the red button trump knew covid was deadly but wanted to play it down woodward book says,1,1,3,3,Negative
pupil or staff member in isolation amid school coronavirus scare,0,0,0,0,Neutral
broadcasts from tomorrow alexander fury cline semaan and orsola de castro on coronavirus didnt kill the climate crisis wednesday 16 september 4pm bst sign up to the free webinar here,0,0,1,1,Positive
one of the secrets to ecuadors success has been good faith in march just as coronavirus hit the state was due to make a 341m capital payment to bondholders pressed by critics to default via,0,0,1,1,Positive
great read ads for everything from plush toys and stress relief gumdrops to wine and meditations apps,1,1,3,3,Positive
after fire razes squalid greek camp homeless migrants fear whats next the camp already a bleak emblem of europes migrant policy was locked down after a coronavirus outbreak the new york times refugeecrisis humanrights asylumseekers moria,0,0,0,0,Negative
help this gofundme coronavirus family in distress,0,0,0,0,Neutral
with blatant lies tehran hopes to tamper public outrage over coronavirus ncri,0,0,1,1,Negative
am actually so done with facebook today hot take if we all stop getting tests the government will think coronavirus has gone away and we wont need to worry about it anymore i want to butt a wall,0,0,0,0,Positive
